store_id,week_of_year,weekly_spend,ranking_score_weekly
22620184,5,181.62,0.7387
22620184,6,101.77,0.7173
22620184,7,123.14,0.7153
22620184,8,77.1,0.7592
62568816,1,2616.59,0.9064
62568816,2,2711.16,0.9427
62568816,3,602.2,0.824
62568816,4,1489.01,0.8908
62568816,5,1399.06,0.8668
62568816,6,4326.1,0.8846
62568816,7,1524.94,0.9133
62568816,8,1703.14,0.8861
18522522,1,66.54,0.7065
18522522,2,88.3,
18522522,3,131.07,0.7593
18522522,4,87.42,0.7866
18522522,5,58.13,0.6923
18522522,6,54.12,
18522522,7,72.83,0.6932
18522522,8,20.74,0.6917
68486193,1,357.14,0.7199
68486193,2,1165.17,0.8255
68486193,3,802.87,0.7893
68486193,4,993.26,0.8323
68486193,5,606.57,0.747
68486193,6,286.05,0.638
68486193,7,262.42,0.6585
68486193,8,204.66,0.6136
66587075,1,102.43,0.5567
66587075,2,44.94,0.6034
66587075,3,40.62,0.598
66587075,4,14.91,0.6175
66587075,5,67.74,0.5448
66587075,6,84.39,0.4913
66587075,7,27.7,0.5777
66587075,8,9.93,0.5401
17599988,1,1360.53,0.8587
17599988,2,1076.96,0.8663
17599988,3,282.9,0.7333
17599988,4,186.52,0.7548
17599988,5,183.57,0.7595
17599988,6,245.85,0.7084
17599988,7,268.42,0.7699
17599988,8,315.88,0.7774
78173909,1,878.57,0.8117
78173909,2,220.52,0.8027
78173909,3,590.31,0.7506
78173909,4,243.67,
78173909,5,379.8,0.7627
78173909,6,688.35,0.7339
78173909,7,155.7,0.7683
78173909,8,387.82,0.7346
47422665,1,111.18,0.2661
47422665,2,159.27,0.2663
47422665,3,377.08,0.3312
47422665,4,85.39,0.2727
47422665,5,156.41,0.3161
47422665,6,97.67,0.2889
47422665,7,148.27,0.325
47422665,8,333.93,0.3091
80819780,1,268.32,0.7598
80819780,2,575.42,0.8295
80819780,3,148.3,0.7141
80819780,4,87.74,0.723
80819780,5,113.28,0.7446
80819780,6,83.3,0.6972
80819780,7,407.7,0.7174
80819780,8,716.78,0.8294
13745275,1,393.74,0.8302
13745275,2,324.5,0.8358
13745275,3,380.56,0.8614
13745275,4,381.37,0.8637
13745275,5,487.83,0.7248
13745275,6,1482.49,0.8192
13745275,7,717.92,0.8171
13745275,8,541.3,0.7839
26151084,1,347.37,0.3698
26151084,2,544.63,0.3696
26151084,3,100.32,0.2752
26151084,4,534.76,0.3319
26151084,5,764.88,0.3226
26151084,6,422.71,0.3469
26151084,7,93.11,0.285
26151084,8,329.62,0.2707
54459173,1,711.71,0.8774
54459173,2,293.54,0.8227
54459173,3,563.45,0.8358
54459173,4,204.25,0.7472
54459173,5,552.49,0.8273
54459173,6,162.36,0.6856
54459173,7,550.33,0.8127
54459173,8,397.26,0.8437
26940265,1,77.58,0.2817
26940265,2,102.26,0.3388
26940265,3,33.67,0.3003
26940265,4,156.2,0.2866
26940265,5,73.06,0.289
26940265,6,99.96,0.2963
26940265,7,115.06,0.2489
26940265,8,152.07,0.3345
39687508,1,106.82,0.2177
39687508,2,320.13,0.2133
39687508,3,223.25,0.1948
39687508,4,418.68,0.2544
39687508,5,96.8,0.2197
39687508,6,271.95,0.2428
39687508,7,218.74,0.2012
39687508,8,170.94,0.2082
69453913,1,269.59,0.5793
69453913,2,185.97,0.5494
69453913,3,1249.82,0.7153
69453913,4,170.38,0.6787
69453913,5,321.95,0.5306
69453913,6,423.47,0.5741
69453913,7,442.14,0.6099
69453913,8,183.99,0.6185
23007176,1,732.96,0.6312
23007176,2,291.71,0.563
23007176,3,854.61,0.6341
23007176,4,1256.04,0.6884
23007176,5,446.95,0.5636
23007176,6,425.75,0.4935
23007176,7,367.27,0.5461
23007176,8,297.14,0.5425
70993264,1,405.75,0.7035
70993264,2,273.55,0.5887
70993264,3,785.88,0.7509
70993264,4,232.82,0.6056
70993264,5,178.64,0.6528
70993264,6,604.11,0.7256
70993264,7,228.83,0.6352
70993264,8,257.44,0.6204
19306266,1,240.9,0.8141
19306266,2,366.46,0.8345
19306266,3,214.59,0.8309
19306266,4,178.05,0.7695
19306266,5,227.55,0.7421
19306266,6,621.0,0.7626
19306266,7,203.74,0.8423
19306266,8,221.47,0.7896
25766665,1,176.2,0.8781
25766665,2,165.76,0.8693
25766665,3,107.56,0.8267
25766665,4,60.37,0.8861
25766665,5,168.57,0.8123
25766665,6,105.23,0.8257
25766665,7,49.25,0.845
25766665,8,78.27,
62888010,1,25.06,0.7929
62888010,2,65.54,0.7726
62888010,3,105.73,0.8096
62888010,4,100.78,0.7996
62888010,5,41.52,0.8059
62888010,6,30.48,0.8217
62888010,7,37.67,0.8387
62888010,8,55.59,0.8485
81413490,1,60.14,0.4675
81413490,2,199.94,0.561
81413490,3,95.97,0.5385
81413490,4,77.39,0.495
81413490,5,50.64,0.4516
81413490,6,20.39,0.3773
81413490,7,126.53,0.401
81413490,8,123.31,0.4994
25353366,1,84.02,0.7327
25353366,2,84.19,0.7497
25353366,3,168.55,0.7597
25353366,4,468.35,0.7929
25353366,5,389.67,0.7645
25353366,6,165.37,0.7988
25353366,7,329.07,0.7765
25353366,8,226.26,0.792
36999350,1,227.84,0.8469
36999350,2,207.45,0.8051
36999350,3,236.31,0.7277
36999350,4,205.9,0.736
36999350,5,104.05,0.8325
36999350,6,129.5,0.7259
36999350,7,322.93,0.7515
36999350,8,114.14,0.8086
93260809,1,90.56,0.8566
93260809,2,193.12,0.8916
93260809,3,168.51,0.8754
93260809,4,792.51,0.8098
93260809,5,220.39,0.8465
93260809,6,143.13,0.8385
93260809,7,215.9,0.821
93260809,8,257.96,0.8391
99071531,1,187.6,0.6139
99071531,2,256.33,0.6609
99071531,3,208.16,0.6556
99071531,4,85.11,0.5573
99071531,5,230.81,0.6037
99071531,6,798.34,0.7649
99071531,7,310.58,0.6454
99071531,8,274.05,0.6116
62295501,1,113.53,0.6582
62295501,2,39.53,0.5959
62295501,3,540.58,0.8064
62295501,4,492.0,0.8084
62295501,5,323.29,0.7089
62295501,6,106.37,0.6927
62295501,7,217.69,0.7751
62295501,8,164.64,0.7492
50233433,1,502.98,0.8268
50233433,2,108.55,0.6576
50233433,3,107.84,0.6253
50233433,4,325.61,0.7301
50233433,5,218.36,0.7188
50233433,6,63.11,0.6874
50233433,7,168.21,0.7016
50233433,8,315.95,0.7771
41218282,1,55.46,0.6528
41218282,2,251.27,0.6867
41218282,3,242.72,0.7056
41218282,4,92.14,0.6842
41218282,5,152.88,0.6605
41218282,6,163.27,0.721
41218282,7,214.75,0.7
41218282,8,165.61,0.7035
65120672,1,1152.85,0.7881
65120672,2,1122.07,0.7239
65120672,3,428.12,0.6519
65120672,4,472.04,0.6227
65120672,5,224.07,0.5297
65120672,6,640.43,0.6872
65120672,7,451.87,0.6552
65120672,8,570.71,0.7234
63182393,1,330.51,0.7557
63182393,2,84.49,0.6696
63182393,3,94.15,0.67
63182393,4,129.5,0.6951
63182393,5,87.84,0.6589
63182393,6,304.93,0.7582
63182393,7,127.91,0.6747
63182393,8,236.92,0.7677
36527772,1,38.24,0.5033
36527772,2,57.89,0.3219
36527772,3,47.34,0.2861
36527772,4,80.86,0.4224
36527772,5,38.23,0.3552
36527772,6,126.02,0.3216
36527772,7,29.28,0.3627
36527772,8,42.4,0.3698
12052348,1,95.38,0.4957
12052348,2,118.58,0.521
12052348,3,94.91,0.4413
12052348,4,114.29,0.4868
12052348,5,74.46,0.5241
12052348,6,51.98,0.526
12052348,7,212.19,0.5546
12052348,8,43.87,0.3871
23634847,1,646.59,0.3166
23634847,2,1289.65,0.3524
23634847,3,456.51,0.346
23634847,4,291.63,0.2974
23634847,5,1220.79,0.3747
23634847,6,1353.08,0.4141
23634847,7,604.46,0.2474
23634847,8,293.11,0.3292
96270328,1,52.77,0.7994
96270328,2,169.62,0.7701
96270328,3,42.95,0.7818
96270328,4,81.98,0.7753
96270328,5,129.07,0.7431
96270328,6,70.56,0.7936
96270328,7,50.31,0.8104
96270328,8,71.89,0.8144
47633941,1,362.79,0.3744
47633941,2,188.51,0.4257
47633941,3,429.33,0.3676
47633941,4,319.49,0.2971
47633941,5,195.6,0.3988
47633941,6,261.86,0.3728
47633941,7,39.99,0.3194
47633941,8,353.91,0.41
53407308,1,475.24,0.5722
53407308,2,229.2,0.5185
53407308,3,239.96,0.4493
53407308,4,269.11,0.5892
53407308,5,456.97,0.57
53407308,6,390.22,0.4692
53407308,7,1001.2,0.5491
53407308,8,379.88,0.5501
52039679,1,182.69,0.7137
52039679,2,174.04,0.7722
52039679,3,177.23,0.8427
52039679,4,133.1,0.8106
52039679,5,324.69,0.8395
52039679,6,268.66,0.8296
52039679,7,261.92,0.8169
52039679,8,110.28,0.6557
80446169,1,439.15,0.8213
80446169,2,235.89,0.8093
80446169,3,246.08,0.7788
80446169,4,488.38,0.8548
80446169,5,270.02,0.7395
80446169,6,125.31,0.7675
80446169,7,436.37,0.8113
80446169,8,2516.01,0.9123
15846090,1,70.73,0.6234
15846090,2,62.11,0.6452
15846090,3,54.85,0.5995
15846090,4,226.18,0.7215
15846090,5,69.38,0.6764
15846090,6,109.11,0.6714
15846090,7,125.39,0.675
15846090,8,124.19,0.7035
17445699,1,239.68,0.5438
17445699,2,202.74,0.491
17445699,3,361.99,0.4786
17445699,4,163.61,0.4405
17445699,5,200.86,0.3965
17445699,6,181.11,0.4599
17445699,7,629.82,0.555
17445699,8,51.05,0.4536
34826251,1,201.82,0.8178
34826251,2,132.64,0.8138
34826251,3,148.16,0.867
34826251,4,148.43,0.8547
34826251,5,276.95,0.8386
34826251,6,47.07,0.8478
34826251,7,111.64,0.8362
34826251,8,79.9,0.7532
53799249,1,691.81,0.8728
53799249,2,1391.75,0.8737
53799249,3,1251.64,0.8456
53799249,4,1277.17,0.8486
53799249,5,996.56,0.8799
53799249,6,1520.16,0.8413
53799249,7,2241.3,0.8896
53799249,8,905.9,0.8745
70401162,1,98.06,0.5365
70401162,2,206.87,0.4861
70401162,3,160.77,0.5248
70401162,4,148.73,0.4012
70401162,5,134.58,0.5095
70401162,6,359.31,0.4908
70401162,7,510.77,0.563
70401162,8,175.92,0.4647
54163628,1,185.49,0.4452
54163628,2,389.26,0.4161
54163628,3,281.64,0.4515
54163628,4,621.38,0.4322
54163628,5,248.57,0.4232
54163628,6,594.52,0.4935
54163628,7,1023.69,0.5691
54163628,8,243.97,0.4595
49705126,1,312.28,0.749
49705126,2,104.57,0.824
49705126,3,396.25,0.7052
49705126,4,436.46,0.8049
49705126,5,52.5,0.624
49705126,6,66.1,0.7888
49705126,7,171.14,0.8234
49705126,8,124.98,0.7461
24491704,1,173.69,0.4985
24491704,2,101.74,0.5104
24491704,3,113.47,0.4366
24491704,4,119.45,0.5121
24491704,5,155.88,0.4404
24491704,6,310.25,0.5922
24491704,7,194.75,0.5311
24491704,8,333.24,
61455524,1,107.09,0.187
61455524,2,164.07,0.1899
61455524,3,151.4,0.1897
61455524,4,348.38,0.2084
61455524,5,73.37,0.1619
61455524,6,91.81,0.1859
61455524,7,341.89,0.2134
61455524,8,147.75,0.1987
58802019,1,77.28,0.5567
58802019,2,275.6,0.6341
58802019,3,109.05,0.5866
58802019,4,117.5,0.5608
58802019,5,116.18,0.5163
58802019,6,33.56,0.4777
58802019,7,171.82,0.5285
58802019,8,507.13,0.599
52614045,1,83.11,0.4834
52614045,2,292.57,0.6339
52614045,3,94.9,0.4809
52614045,4,70.54,0.55
52614045,5,310.12,0.5573
52614045,6,60.39,0.4268
52614045,7,167.2,
52614045,8,39.07,0.4704
82683768,1,825.39,0.7651
82683768,2,1449.72,0.7399
82683768,3,786.04,0.7074
82683768,4,511.89,0.6196
82683768,5,2531.69,0.7611
82683768,6,1916.44,0.7639
82683768,7,935.03,0.7375
82683768,8,644.31,0.7034
34027809,1,57.42,0.5444
34027809,2,37.23,0.6717
34027809,3,64.66,0.5963
34027809,4,20.17,0.5937
34027809,5,48.7,0.544
34027809,6,42.78,0.6343
34027809,7,35.9,0.6424
34027809,8,49.9,0.6133
95839556,1,51.57,0.5922
95839556,2,32.47,0.6437
95839556,3,118.81,0.6568
95839556,4,67.79,0.5721
95839556,5,55.47,0.6159
95839556,6,105.14,0.6151
95839556,7,40.41,0.6531
95839556,8,44.54,0.5753
39841209,1,1042.02,0.72
39841209,2,2631.61,0.7903
39841209,3,1856.91,0.7622
39841209,4,1803.16,0.725
39841209,5,6000.0,0.7498
39841209,6,3096.44,0.7602
39841209,7,1668.04,0.7358
39841209,8,767.09,0.6778
59050402,1,365.78,0.7602
59050402,2,117.38,0.7672
59050402,3,436.24,0.7786
59050402,4,246.18,0.8455
59050402,5,155.33,0.7307
59050402,6,70.38,0.8297
59050402,7,75.28,0.8127
59050402,8,183.99,0.8207
56860515,1,195.86,
56860515,2,571.91,0.3305
56860515,3,60.14,0.3107
56860515,4,183.22,0.3166
56860515,5,888.56,0.3636
56860515,6,686.44,0.3512
56860515,7,1008.38,0.3297
56860515,8,357.43,0.3474
86480009,1,433.81,0.4076
86480009,2,787.42,0.5553
86480009,3,246.42,0.4204
86480009,4,445.08,0.3718
86480009,5,87.43,0.4061
86480009,6,245.12,0.3717
86480009,7,206.63,0.2887
86480009,8,181.24,0.3507
49502030,1,1001.92,0.3901
49502030,2,678.55,0.2932
49502030,3,770.33,0.3767
49502030,4,1178.84,0.4554
49502030,5,174.64,0.2656
49502030,6,323.9,0.3006
49502030,7,529.33,0.3103
49502030,8,1023.36,0.3201
35610306,1,51.42,0.6665
35610306,2,45.02,0.6784
35610306,3,89.85,0.6658
35610306,4,176.56,0.7177
35610306,5,199.63,0.7144
35610306,6,98.49,0.6619
35610306,7,99.6,0.7123
35610306,8,76.58,0.7029
11945087,1,198.63,0.7601
11945087,2,210.96,0.7895
11945087,3,325.94,0.7522
11945087,4,46.46,0.7288
11945087,5,49.31,0.6868
11945087,6,181.65,0.7687
11945087,7,88.79,0.7406
11945087,8,82.26,0.8237
42731042,1,54.81,0.7189
42731042,2,112.5,0.7812
42731042,3,91.94,0.7341
42731042,4,261.55,0.7354
42731042,5,79.86,0.7143
42731042,6,188.09,0.671
42731042,7,62.16,0.5773
42731042,8,190.61,0.723
84366272,1,69.98,0.6786
84366272,2,153.99,0.7279
84366272,3,226.82,0.7885
84366272,4,918.58,0.869
84366272,5,433.8,0.7823
84366272,6,70.73,0.6926
84366272,7,74.37,0.7106
84366272,8,126.51,0.6598
10892457,1,740.85,0.8191
10892457,2,1883.76,0.8991
10892457,3,2134.14,0.9015
10892457,4,739.24,0.8632
10892457,5,1545.04,0.9096
10892457,6,991.16,0.8821
10892457,7,1705.94,0.9045
10892457,8,957.65,0.8419
90654468,1,411.52,0.6612
90654468,2,918.72,0.7252
90654468,3,1165.68,0.7914
90654468,4,492.17,0.6759
90654468,5,135.48,0.5642
90654468,6,497.71,0.7067
90654468,7,352.03,0.5585
90654468,8,146.99,0.6628
58854437,1,242.27,0.7473
58854437,2,85.1,0.7548
58854437,3,56.22,0.775
58854437,4,100.65,0.7465
58854437,5,80.52,0.7409
58854437,6,267.39,0.768
58854437,7,294.94,0.7614
58854437,8,157.45,0.7654
22622417,1,112.35,0.6355
22622417,2,56.15,0.6285
22622417,3,107.52,0.6304
22622417,4,93.51,0.6169
22622417,5,76.99,0.612
22622417,6,64.33,0.6994
22622417,7,39.12,0.5654
22622417,8,70.38,0.6887
37196139,1,104.39,0.3724
37196139,2,98.31,0.4138
37196139,3,174.43,0.3573
37196139,4,89.78,0.2854
37196139,5,84.41,0.316
37196139,6,70.11,0.2797
37196139,7,102.97,0.2872
37196139,8,87.15,0.3073
59863252,1,249.03,0.815
59863252,2,248.13,0.8496
59863252,3,71.14,0.8314
59863252,4,45.35,0.7965
59863252,5,85.31,0.722
59863252,6,175.28,0.8109
59863252,7,213.13,0.788
59863252,8,128.09,0.7969
38412294,1,443.16,0.8172
38412294,2,539.08,0.7592
38412294,3,286.21,0.7377
38412294,4,373.12,0.852
38412294,5,229.04,0.7816
38412294,6,509.67,0.7208
38412294,7,222.0,0.7898
38412294,8,47.42,0.7105
19771816,1,1176.09,0.882
19771816,2,1087.28,0.8755
19771816,3,879.2,0.848
19771816,4,660.69,0.8116
19771816,5,1393.07,0.904
19771816,6,1502.59,0.8734
19771816,7,329.66,0.8015
19771816,8,872.66,0.8578
69938998,1,186.02,0.6911
69938998,2,213.0,0.7836
69938998,3,407.22,0.8064
69938998,4,57.45,0.6847
69938998,5,566.77,0.7812
69938998,6,135.73,0.7471
69938998,7,210.67,0.8025
69938998,8,87.6,0.6513
70501607,1,312.72,0.7751
70501607,2,651.94,0.8643
70501607,3,1014.24,0.8812
70501607,4,523.76,0.8474
70501607,5,6000.0,0.9078
70501607,6,725.89,0.805
70501607,7,449.55,0.7939
70501607,8,480.64,0.8098
20698682,1,2449.23,0.9022
20698682,2,496.45,0.8445
20698682,3,1054.67,0.8308
20698682,4,1730.13,0.9085
20698682,5,224.98,0.7086
20698682,6,1013.41,0.8728
20698682,7,778.71,0.8183
20698682,8,1746.78,0.8847
35311040,1,185.22,0.5012
35311040,2,623.24,0.677
35311040,3,694.79,0.6569
35311040,4,227.51,0.6191
35311040,5,141.75,0.5802
35311040,6,899.95,0.7196
35311040,7,243.94,0.5277
35311040,8,332.78,0.5411
31948592,1,162.66,0.7082
31948592,2,54.07,0.671
31948592,3,143.72,0.7313
31948592,4,154.86,0.7137
31948592,5,145.87,0.7017
31948592,6,46.34,0.6175
31948592,7,104.3,
31948592,8,142.75,0.6945
69348036,1,299.47,0.5165
69348036,2,685.54,0.6374
69348036,3,173.29,0.5059
69348036,4,108.19,0.4887
69348036,5,295.33,0.5074
69348036,6,941.08,0.5897
69348036,7,531.76,0.6675
69348036,8,676.72,0.6113
75726602,1,38.18,0.6121
75726602,2,59.2,0.612
75726602,3,74.85,0.6404
75726602,4,126.84,0.61
75726602,5,59.39,0.6176
75726602,6,81.49,0.6996
75726602,7,107.61,0.5794
75726602,8,121.43,0.677
75429514,1,98.51,0.7149
75429514,2,108.15,0.6819
75429514,3,246.89,0.7241
75429514,4,657.45,0.8039
75429514,5,150.77,0.6983
75429514,6,143.84,0.6584
75429514,7,93.54,0.5935
75429514,8,224.15,0.703
94488510,1,79.39,0.7891
94488510,2,132.02,0.8141
94488510,3,27.68,0.8272
94488510,4,31.68,0.8676
94488510,5,57.48,0.8096
94488510,6,84.42,0.7678
94488510,7,24.86,0.8322
94488510,8,28.12,0.7683
79178273,1,688.98,0.7743
79178273,2,327.5,0.7128
79178273,3,1553.92,0.8873
79178273,4,372.55,0.7645
79178273,5,202.84,0.667
79178273,6,524.31,0.7845
79178273,7,459.7,0.7682
79178273,8,515.35,0.772
38861149,1,142.19,
38861149,2,245.01,0.3996
38861149,3,87.2,0.324
38861149,4,243.11,
38861149,5,207.13,0.3527
38861149,6,217.04,0.3243
38861149,7,439.25,0.4095
38861149,8,121.4,0.3546
19696685,1,362.04,0.8002
19696685,2,170.74,0.7797
19696685,3,95.36,0.7414
19696685,4,184.48,0.7011
19696685,5,181.89,0.7496
19696685,6,167.94,0.7458
19696685,7,182.66,0.7944
19696685,8,71.7,0.7072
65317853,1,579.54,0.8335
65317853,2,2538.81,0.86
65317853,3,884.25,0.8114
65317853,4,222.35,0.7826
65317853,5,673.44,0.8257
65317853,6,551.0,0.7946
65317853,7,332.5,0.7892
65317853,8,678.94,0.8458
92441065,1,169.12,0.7584
92441065,2,139.75,0.7779
92441065,3,285.1,0.7793
92441065,4,115.72,0.8014
92441065,5,58.38,0.7617
92441065,6,86.64,0.7424
92441065,7,77.42,0.8127
92441065,8,69.83,0.7954
97763977,1,126.87,0.6621
97763977,2,125.52,0.6685
97763977,3,226.23,0.6787
97763977,4,135.63,0.6436
97763977,5,574.64,0.7281
97763977,6,212.0,0.6746
97763977,7,429.65,0.6345
97763977,8,1165.89,0.8406
30719258,1,396.24,0.725
30719258,2,674.45,0.8175
30719258,3,619.48,0.817
30719258,4,507.78,0.7785
30719258,5,762.94,0.8013
30719258,6,1872.33,0.9208
30719258,7,1257.12,0.8925
30719258,8,411.73,0.8149
31280989,1,80.93,0.4345
31280989,2,462.73,0.4366
31280989,3,100.19,0.3547
31280989,4,68.01,0.4019
31280989,5,78.35,0.3707
31280989,6,128.38,0.3124
31280989,7,259.39,0.378
31280989,8,383.07,0.3662
22713593,1,26.92,0.2286
22713593,2,408.97,0.4404
22713593,3,134.98,0.2878
22713593,4,104.67,0.338
22713593,5,90.96,0.306
22713593,6,126.03,0.2807
22713593,7,90.27,0.3079
22713593,8,67.35,0.3162
59936721,1,175.7,0.8116
59936721,2,144.99,0.7921
59936721,3,50.46,0.7125
59936721,4,164.68,0.8203
59936721,5,45.24,0.7132
59936721,6,416.9,0.7818
59936721,7,140.84,0.759
59936721,8,182.35,0.8138
59212295,1,835.25,0.807
59212295,2,217.75,0.6887
59212295,3,165.88,0.6941
59212295,4,274.2,0.6815
59212295,5,487.27,0.7155
59212295,6,581.44,
59212295,7,748.52,0.7856
59212295,8,531.35,0.7727
43383005,1,486.21,0.7838
43383005,2,872.08,0.8579
43383005,3,756.24,0.881
43383005,4,273.83,0.8094
43383005,5,693.08,0.8386
43383005,6,832.01,0.8434
43383005,7,880.41,0.8671
43383005,8,545.85,0.8377
37895989,1,637.13,0.7457
37895989,2,414.42,0.7042
37895989,3,318.18,0.7336
37895989,4,640.81,0.745
37895989,5,337.31,0.6391
37895989,6,262.22,0.6512
37895989,7,510.05,
37895989,8,142.68,0.6436
84681076,1,117.7,0.7164
84681076,2,578.71,0.7977
84681076,3,354.38,0.7664
84681076,4,553.86,0.7996
84681076,5,94.32,0.7191
84681076,6,446.9,0.7339
84681076,7,114.48,0.6727
84681076,8,186.57,0.6987
51403053,1,313.11,0.7292
51403053,2,581.45,0.8052
51403053,3,497.56,0.7647
51403053,4,384.07,0.7977
51403053,5,670.89,0.8002
51403053,6,211.74,0.7245
51403053,7,651.59,0.8288
51403053,8,324.36,0.7723
82742631,1,984.51,0.7456
82742631,2,983.27,0.8462
82742631,3,373.16,0.6905
82742631,4,743.73,0.7624
82742631,5,977.57,0.8143
82742631,6,910.42,0.8094
82742631,7,798.17,0.7511
82742631,8,557.71,0.6623
96689067,1,1156.84,0.8642
96689067,2,475.67,0.767
96689067,3,259.7,0.7573
96689067,4,1123.26,0.8786
96689067,5,513.76,0.7752
96689067,6,348.86,0.7098
96689067,7,118.75,0.6211
96689067,8,314.41,0.7249
38542500,1,68.15,0.5709
38542500,2,32.58,0.5553
38542500,3,56.68,0.5533
38542500,4,127.53,0.5237
38542500,5,19.21,0.5467
38542500,6,74.33,0.5859
38542500,7,49.19,0.5225
38542500,8,69.5,0.5591
95760944,1,727.36,0.8179
95760944,2,4488.1,0.8315
95760944,3,1289.06,0.8531
95760944,4,1444.58,0.8383
95760944,5,1018.58,0.8214
95760944,6,617.55,0.8194
95760944,7,3356.93,0.8706
95760944,8,1094.13,0.854
67134797,1,97.63,
67134797,2,304.05,0.7398
67134797,3,84.45,0.7675
67134797,4,123.11,0.7633
67134797,5,132.29,0.7077
67134797,6,94.82,0.7164
67134797,7,279.52,0.7094
67134797,8,91.97,0.7229
36182605,1,156.72,0.6147
36182605,2,442.49,0.6465
36182605,3,247.94,0.5563
36182605,4,120.67,0.5578
36182605,5,220.43,0.5422
36182605,6,135.61,0.5035
36182605,7,290.31,0.5239
36182605,8,111.9,0.471
65967398,1,106.48,0.614
65967398,2,997.66,0.8475
65967398,3,106.26,0.6245
65967398,4,180.71,0.5874
65967398,5,319.25,0.7185
65967398,6,507.5,0.6958
65967398,7,543.48,0.6503
65967398,8,210.67,0.6137
56355141,1,225.71,0.4822
56355141,2,229.87,0.4931
56355141,3,365.84,0.5239
56355141,4,214.06,0.4949
56355141,5,440.58,0.4933
56355141,6,247.77,0.524
56355141,7,125.75,0.5247
56355141,8,107.84,0.4375
91497896,1,447.84,0.5784
91497896,2,78.0,0.4858
91497896,3,114.94,0.4968
91497896,4,99.08,0.3541
91497896,5,112.1,0.4956
91497896,6,212.16,0.577
91497896,7,95.61,0.5236
91497896,8,52.79,0.5144
33036857,1,68.77,0.6543
33036857,2,369.11,0.7645
33036857,3,392.88,0.7383
33036857,4,293.5,0.7093
33036857,5,171.96,0.6955
33036857,6,228.32,0.7126
33036857,7,91.86,0.6905
33036857,8,457.77,0.7527
99224451,1,71.16,0.6367
99224451,2,47.23,0.6636
99224451,3,38.23,0.6248
99224451,4,48.19,0.6887
99224451,5,52.45,0.5777
99224451,6,23.64,0.6176
99224451,7,24.69,0.5511
99224451,8,77.74,0.6716
94243920,1,213.64,0.5641
94243920,2,261.12,
94243920,3,32.45,0.4841
94243920,4,247.16,0.5419
94243920,5,180.72,0.5626
94243920,6,186.05,0.5923
94243920,7,367.21,0.5793
94243920,8,155.19,0.4117
26263179,1,75.87,0.7908
26263179,2,201.94,0.8215
26263179,3,453.24,0.8074
26263179,4,805.02,0.8275
26263179,5,78.02,0.7452
26263179,6,143.5,0.8002
26263179,7,98.78,0.7598
26263179,8,164.67,0.7643
24814703,1,727.26,0.8734
24814703,2,386.55,0.8318
24814703,3,197.52,0.7025
24814703,4,217.77,0.752
24814703,5,1047.31,0.8555
24814703,6,351.63,0.7717
24814703,7,695.6,0.8254
24814703,8,338.9,0.7393
57984114,1,319.51,0.7266
57984114,2,91.88,0.6957
57984114,3,101.6,0.7033
57984114,4,370.1,0.7328
57984114,5,56.11,0.7043
57984114,6,191.17,0.6562
57984114,7,276.69,0.7235
57984114,8,348.46,0.7025
14041955,1,146.01,0.6948
14041955,2,310.94,0.7352
14041955,3,286.97,0.7079
14041955,4,179.5,0.7045
14041955,5,831.16,0.7925
14041955,6,452.29,0.758
14041955,7,317.28,0.6575
14041955,8,135.43,0.6295
36891816,1,99.79,0.585
36891816,2,39.19,0.4538
36891816,3,12.21,0.5295
36891816,4,143.83,0.5523
36891816,5,70.06,0.522
36891816,6,41.42,0.5762
36891816,7,31.91,0.4953
36891816,8,100.44,0.5648
49158734,1,389.32,0.8581
49158734,2,726.09,0.8375
49158734,3,662.07,0.797
49158734,4,607.11,0.7929
49158734,5,1134.01,0.8123
49158734,6,229.77,0.7038
49158734,7,197.84,0.8128
49158734,8,287.53,0.8095
97243596,1,259.4,0.8708
97243596,2,299.86,0.7325
97243596,3,219.22,0.8696
97243596,4,785.73,0.9094
97243596,5,111.54,0.8309
97243596,6,97.75,0.8931
97243596,7,522.58,0.8653
97243596,8,301.39,0.8966
99313799,1,1428.64,0.8634
99313799,2,536.33,0.8428
99313799,3,1143.88,0.8374
99313799,4,535.63,0.8485
99313799,5,1985.11,0.8264
99313799,6,567.11,0.8193
99313799,7,923.38,0.8095
99313799,8,2289.39,0.8679
23638594,1,1185.88,0.8551
23638594,2,356.91,0.814
23638594,3,337.96,0.801
23638594,4,614.66,0.8761
23638594,5,315.72,0.8502
23638594,6,620.12,0.8115
23638594,7,431.67,0.8793
23638594,8,118.69,0.8767
90250953,1,54.51,0.5946
90250953,2,149.18,0.6374
90250953,3,20.13,0.6311
90250953,4,44.97,
90250953,5,82.81,0.5585
90250953,6,30.0,0.5901
90250953,7,99.11,0.6946
90250953,8,120.5,0.6555
18183594,1,40.6,0.8312
18183594,2,70.22,0.7982
18183594,3,14.53,0.7469
18183594,4,110.68,0.7092
18183594,5,14.93,0.8001
18183594,6,23.79,0.7014
18183594,7,85.02,0.7879
18183594,8,24.57,0.7121
86107842,1,1347.18,0.4281
86107842,2,2446.78,0.3753
86107842,3,980.69,0.4122
86107842,4,3541.49,0.3167
86107842,5,1956.72,0.3687
86107842,6,699.25,0.3296
86107842,7,569.31,0.2953
86107842,8,814.57,0.3191
90171323,1,117.24,0.8093
90171323,2,312.6,0.8513
90171323,3,204.43,0.7575
